sl_no,nbfc_name,regional_office,accepts_deposits,classification,cin,layer
280,Ajivika Finance Limited (oldname- Kohli And Kohli Financial Consultants Ltd),Kanpur,No,ICC,U74120UP1986PLC115939,Base
281,Ajiwika Financial Services Pvt Ltd,Kolkata,No,ICC,U65921WB1992PTC164068,Base
282,Akaanksha Credit & Leasing Pvt.Ltd.,New Delhi,No,ICC,U74899DL1994PTC062742,Base
283,Akansha Credit Capital Pvt. Ltd.,Kolkata,No,ICC,U51909WB2004PTC099074,Base
284,Akansha Dealcom Pvt Ltd,Kolkata,No,ICC,U51909WB1996PTC081694,Base
285,Akara Capital Advisors Private Limited,New Delhi,No,ICC,U74110DL2016PTC290970,Middle
286,Akasa Finance Limited,New Delhi,No,ICC,U74899DL1995PLC064213,Base
287,Akash Ganga Finvest Private Limited,New Delhi,No,ICC,U74899DL1995PTC064368,Base
288,Akb Trexim Private Limited,New Delhi,No,ICC,U51109DL1994PTC257619,Base
289,AKD Vinimay Pvt Ltd,Kolkata,No,ICC,U70109WB1987PTC042652,Base
290,Akg Finvest,Kolkata,No,ICC,U65999WB1995PTC067087,Base
291,AKG Infin (P) Ltd,Mumbai,No,ICC,U67120MH1995PTC305313,Base
292,Akg Investment Scenario (P) Ltd.,New Delhi,No,ICC,U74899DL1993PTC056596,Base
293,Akhand Investments Pvt. Ltd.,New Delhi,No,ICC,U74899DL1983PTC053983,Base
294,Akhilesh Lefin Pvt. Ltd.,Jaipur,No,ICC,U65910RJ1995PTC010100,Base
295,Akhivi Tea Plantations & Agro Industris Ltd,Kolkata,No,ICC,U01132WB1986PLC067974,Base
296,Akhshayaa Finance Bhaarath Limited,Chennai,No,ICC,U65191TN1997PLC037966,Base
297,Akin Tracom (P) Ltd,Kolkata,No,ICC,U51909WB1995PTC069670,Base
298,Akin Trading (P) Ltd,Kolkata,No,ICC,U51909WB1995PTC069850,Base
299,Akin Vincom (P) Ltd,Kolkata,No,ICC,U51909DL1995PTC188032,Base
300,Akm Securities Pvt Ltd,Kolkata,No,ICC,U67120WB1995PTC072537,Base
301,Akm Systems Private Limited,New Delhi,No,ICC,U74899DL1984PTC018546,Base
302,Akme Fintrade (India) Ltd.,Jaipur,No,ICC,U67120RJ1996PLC011509,Base
303,Akp Finvest Privatelmited.,Guwahati,No,ICC,U67120AS1997PTC004942,Base
304,Akriti Developers (P) Ltd,Kolkata,No,ICC,U45202WB1991PTC051650,Base
305,Akriti Finance Pvt Ltd.,Kolkata,No,ICC,U65993WB1995PTC068290,Base
306,Akriti Financial Services (P) Ltd.,New Delhi,No,ICC,U65999DL1996PTC079126,Base
307,Akruti Securities Pvt. Ltd.,Guwahati,No,ICC,U65990AS2008PTC008863,Base
308,Aks International Ltd.,New Delhi,No,ICC,U74899DL1996PLC076327,Base
309,Akshay Fiscal Services Ltd,Kolkata,No,ICC,L67120WB1990PLC048642,Base
310,Akshay Mercantiles (P) Ltd,Kolkata,No,ICC,U51109WB1996PTC076504,Base
311,Al Barr Finance House Limited,Mumbai,No,ICC,U65922MH1989PLC050890,Base
312,Alag Impex (P) Ltd.,New Delhi,No,ICC,U67100DL1993PTC052617,Base
313,Alang Credits And Holdings Private Limited,New Delhi,No,ICC,U74899DL1992PTC048904,Base
314,Alankar Commodities Pvt Ltd,Kolkata,No,ICC,U51909WB1996PTC078784,Base
315,Alankit Finsec Ltd.,New Delhi,No,ICC,U74899DL1995PLC069212,Base
316,Alankrit Holding & Finlease (P) Ltd.,Kanpur,No,ICC,U67120UP1996PTC019665,Base
317,Alankrit Vyapaar (P) Ltd,Kolkata,No,ICC,U51909WB1995PTC074705,Base
318,Albatross Investments (P) Ltd,Kolkata,No,ICC,U65993WB1996PTC077190,Base
319,Albeli Leasing & Finance (P) Ltd.,Mumbai,No,ICC,U65923MH1994PTC080837,Base
320,Alberta Merchants Private Limited,New Delhi,No,ICC,U51109DL1995PTC324541,Base
321,Albright Consultants Pvt Ltd,Kolkata,No,ICC,U51109WB1996PTC080152,Base
322,Albright Electricals (P) Ltd,Kolkata,No,ICC,U51109WB1996PTC080154,Base
323,Alchemie Financial Services Ltd.,Mumbai,No,ICC,U65910MH1993PLC070848,Base
324,ALCO Company Private Limited,Mumbai,No,Type-I,U66010MH1944PTC004164,Base
325,Alco Suppliers Private Limited,Guwahati,No,ICC,U65100AS1995PTC017399,Base
326,Alcon Goods & Commercial Services (P) Ltd,Kolkata,No,ICC,U74140WB1994PTC062798,Base
327,Alert Consultants & Credit (P) Ltd,Kolkata,No,ICC,U67120WB1989PTC046442,Base
328,Alexcy Commercial (P) Ltd,Kolkata,No,ICC,U51109WB1995PTC070401,Base
329,Alexcy Marketing (P) Ltd,Kolkata,No,ICC,U51109WB1994PTC066209,Base
330,Alexcy Vinimay (P) Ltd,Kolkata,No,ICC,U51909WB1995PTC070438,Base
331,Alfa Fiscal Services Private Ltd,Ahmedabad,No,ICC,U65910GJ1991PTC015936,Base
332,Alfa Tie Up (P) Ltd,Kolkata,No,ICC,U51109WB1996PTC081498,Base
333,Alfred Herbert ( India) Ltd,Kolkata,No,ICC,L74999WB1919PLC003516,Base
334,Alia Finlease Private Limited,New Delhi,No,ICC,U67190DL2009PTC190354,Base
335,Allenburry (India) Private Limited,Mumbai,No,ICC,U65191MH1950PTC008333,Base
336,Allen'S Housing & Finance Ltd,Kolkata,No,ICC,U65993WB1992PLC056844,Base
337,Allgrow Finance and Investment Private Limited,New Delhi,No,ICC,U74899HR1992PTC064056,Base
338,Allied Capital & Investments Private Limited,Kolkata,No,ICC,U74140WB1993PTC061156,Base
339,Allied Commodities (P) Ltd,Kolkata,No,ICC,U51109WB1996PTC080869,Base
340,Allied Marketing Pvt. Ltd.,Kolkata,No,ICC,U27310WB1978PTC031445,Base
341,Allied Merchants (P) Ltd,Kolkata,No,ICC,U51109WB1996PTC078693,Base
342,Allied Stock Investors Ltd.,Kolkata,No,ICC,U67120WB1992PLC055982,Base
343,Allnet Financial Services Private Limited,Mumbai,No,ICC,U65100MH2001PTC131130,Base
344,Alltime Suppliers (P) Ltd,Kolkata,No,ICC,U51109WB1994PTC062078,Base
345,Allworth Merchandise Pvt. Ltd,Kolkata,No,ICC,U51109WB1996PTC078066,Base
346,Almak Finance Pvt. Ltd.,New Delhi,No,ICC,U67120DL1994PTC212043,Base
347,"Almal Capital Private Limited (Formerly, Atul Capital Market Ltd)",Kolkata,No,ICC,U67120WB1990PTC049411,Base
348,Almal Financiers & Consultants (P) Ltd,Kolkata,No,ICC,U65999WB1993PTC058191,Base
349,Almighty Finance & Investment Pvt Ltd,Kolkata,No,ICC,U65923WB2009PTC135169,Base
350,Almondz Finanz Limited,Mumbai,No,ICC,U65191MH2006PLC416895,Base
351,Alok Financial Services Pvt. Ltd.,Kolkata,No,ICC,U28939WB1995PTC075044,Base
352,Alokik Capital Private Limited,Jaipur,No,ICC,U65991RJ2018PTC062021,Base
353,Alokik Finlease Private Limited,Jaipur,No,ICC,U65999RJ2017PTC059231,Base
354,Alosha Marketing Pvt Ltd,Kolkata,No,ICC,U51109WB1994PTC066783,Base
355,Alosha Vanijya (P) Ltd,Kolkata,No,ICC,U51109WB1995PTC070193,Base
356,Alpak Investments Pvt. Ltd.,Mumbai,No,ICC,U65993PN1992PTC064865,Base
357,Alpha Alternatives Financial Services Private Limited (Formerly Provincial Finance & Leasing Company Private Limited),Mumbai,No,ICC,U65923MH1993PTC075162,Middle
358,Alpha Motor Finance Limited,New Delhi,No,ICC,U65921DL1985PLC020428,Base
359,Alpha Sales (P) Ltd,Kolkata,No,ICC,U22219WB1984PTC031537,Base
360,Alpha Stocks & Finservices Pvt. Ltd.,New Delhi,No,ICC,U74899DL1995PTC071505,Base
361,Alpha Vanijya (P) Ltd,Kolkata,No,ICC,U51109WB1996PTC077578,Base
362,Alpine Capital Services Ltd.,New Delhi,No,ICC,U74899DL1993PLC051901,Base
363,Alpine Commercial Co Ltd,Kolkata,No,ICC,L65999WB1983PLC035690,Base
364,Alpine Finlease Limited,New Delhi,No,ICC,U65910DL1997PLC090852,Base
365,Alps Investments Pvt. Ltd.,New Delhi,No,ICC,U74899DL1994PTC057586,Base
366,Alps Sales Pvt Ltd,Kolkata,No,ICC,U51909WB1996PTC078213,Base
367,Alsa Financial Consultants Limited,Patna,No,ICC,U74140BR1995PLC036462,Base
368,Alstromeria Capital Private Limited,Mumbai,No,ICC,U65929MH2018PTC307523,Base
369,ALT Capital Pvt Ltd,Mumbai,No,ICC,U67100PN2018PTC180427,Base
370,Alta Leasing & Finance Ltd.,Mumbai,No,ICC,U65910MH1991PLC063461,Base
371,Althaea Finance & Leasing Private Limited,Mumbai,No,ICC,U67190MH1993PTC075314,Base
372,Altina Finance Pvt. Ltd.,Mumbai,No,ICC,U65900MH1990PTC059041,Base
373,Altitude Finvest Limited,Ahmedabad,No,ICC,U65910GJ1986PLC009106,Base
374,Altius Securities Trading Private Limited,Chennai,No,Type-I,U67120TN1999PTC042013,Base
375,Altona Investments Private Limited,Mumbai,No,ICC,U65990MH1983PTC029940,Base
376,Altop Commodities Pvt. Ltd.,Kolkata,No,ICC,U51909WB1994PTC062176,Base
377,Altum Credo Home Finance Private Limited,Mumbai,No,HFC,U65999PN2016PTC166384,Middle
378,Altura Financial Services Limited,New Delhi,No,ICC,U65100DL2013PLC259294,Base
379,Alwar General Finance Co. Pvt. Ltd.,Jaipur,No,ICC,U67120RJ1990PTC005423,Base
380,Aman Fincap Ltd.,New Delhi,No,ICC,U74899DL1996PLC082061,Base
381,Aman Growth Fund Private Limited,New Delhi,No,ICC,U74899DL1989PTC038015,Base
382,Aman Holdings (P) Ltd.,New Delhi,No,ICC,U74899DL1989PTC038013,Base
383,Amar Amba Finance Hire Purchase Private Limited,Jammu,No,ICC,U65921JK1997PTC001660,Base
384,Amar Investments Ltd,Kolkata,No,ICC,L67120WB1976PLC030625,Base
385,Amar Jyoti Udyog Ltd,Kolkata,No,ICC,U15142WB1983PLC035708,Base
386,Amar Plaza & Holdings Ltd.,Kolkata,No,ICC,U65190WB1995PTC067196,Base
387,Amar Securities Pvt. Ltd.,Kolkata,No,ICC,U65921WB1994PTC066791,Base
388,Amar Shakti Commerce & Industries Ltd.,Kolkata,No,ICC,L23109WB1985PLC039122,Base
389,Amar Vanijya Limited,New Delhi,No,ICC,L74900DL1985PLC020118,Base
390,Amaravathi Financial Solutions Private Limited,Chennai,No,ICC,U65191TN1989PTC017179,Base
391,Amarendra Financial Private Limited,New Delhi,No,ICC,U67190DL2008PTC303888,Base
392,Amarjit Motor Finance Private Limited,New Delhi,No,ICC,U65921DL1981PTC212915,Base
393,Amarjyoti Vyapaar Pvt. Ltd,Kolkata,No,ICC,U70101WB1997PLC082889,Base
394,Amarnath Securities Limited,Ahmedabad,No,ICC,L67120GJ1994PLC023254,Base
395,Amarpadma Credits Pvt.Ltd,Ahmedabad,No,ICC,U65910GJ1995PTC026421,Base
396,Amaze Holdings Limited(Formerly - Yeast Holdings Ltd.),Guwahati,No,ICC,U65929AS1992PLC003716,Base
397,Amazer Investment & Finance Ltd.,New Delhi,No,ICC,U74899DL1994PLC062313,Base
398,Ambaa Securities Pvt. Ltd.,Kolkata,No,ICC,U65999WB1995PTC072112,Base
399,Ambadi Investments Limited,Chennai,No,CIC,U65993TN1942PLC003659,Middle
400,Ambala Trafin Private Limited,Kolkata,No,ICC,U67120WB1995PTC074397,Base
401,Ambarella Cap Fin Private Limited (Prev. Keshan Polymers Private Limited),Kolkata,No,ICC,U67190WB1989PTC046796,Base
402,Ambarnuj Finance & Investments Pvt. Ltd.,New Delhi,No,ICC,U74899DL1995PTC071486,Base
403,Amber Credit Co. Ltd.,Kolkata,No,ICC,U67120WB1986PLC041233,Base
404,Amber Distributors (P) Ltd,Kolkata,No,ICC,U51909WB1987PTC042103,Base
405,Amber Fincorp Pvt Ltd,Kolkata,No,ICC,U67120WB1994PTC066745,Base
406,Ambica Capital Markets Ltd,Kolkata,No,ICC,U67120WB1997PLC083228,Base
407,Ambit Finvest Pvt. Ltd. [Formerly - Ambit Retail Finance Pvt. Ltd.],Mumbai,No,ICC,U65999MH2006PTC163257,Middle
408,Ambium Finserve Limited (Formerly: Ambium Finserve Private Limited),Chandigarh,No,ICC,U65999CH2017PLC041442,Base
409,Ambuja Merchandise (P) Ltd,Kolkata,No,ICC,U51909WB1996PTC078818,Base
410,Ambuja Neotia Holdings Private Limited,Kolkata,No,CIC,U65993WB1990PTC049245,Middle
411,Amer Investments (Delhi) Limited,New Delhi,No,ICC,U74899WB1971PLC237312,Middle
412,Americorp Capital Pvt. Ltd.,Mumbai,No,ICC,U72200MH1999PTC120145,Base
413,Amica Finance Private Limited,Mumbai,No,ICC,U65990MH2019PTC335289,Base
414,Amici Securities Ltd.,New Delhi,No,ICC,U65100DL1995PLC068245,Base
415,Amideep Securities Private Limited,Mumbai,No,ICC,U67120MH1994PTC077586,Base
416,Amigo Finstock Private Ltd.,Ahmedabad,No,ICC,U67120GJ1998PTC034772,Base
417,Amigo Trexim (P) Ltd,Kolkata,No,ICC,U51909WB1996PTC081208,Base
418,Amin Finvest Private Limited,Mumbai,No,Type-I,U65929PN2020PTC190690,Base
419,Amishi Lease & Finance (P) Ltd,Kolkata,No,ICC,U65910WB1995PTC075355,Base
420,Amit Auto Credit Co (P) Ltd,Kolkata,No,ICC,U65921WB1991PTC051660,Base
421,Amit Commercial Co. Ltd.,Kolkata,No,ICC,U51909WB1980PLC033050,Base
422,Amit Credit Co (P) Ltd,Kolkata,No,ICC,U65921DL1987PTC290841,Base
423,Amit Vanijya (P) Ltd,Kolkata,No,ICC,U51909WB1995PTC072705,Base
424,AML Financial Services Private Limited,Hyderabad,No,ICC,U65999TG2016PTC112275,Base
425,Amodini Sales Pvt. Ltd.,Kolkata,No,ICC,U51109WB1995PTC067095,Base
426,Amodini Vyapar Pvt Ltd,Kolkata,No,ICC,U51109WB1995PTC067096,Base
427,Amol Fabtrade Pvt Ltd,Kolkata,No,ICC,U51109WB1994PTC066609,Base
428,Amol Financial Services Private Limited,Mumbai,No,ICC,U67190MH1994PTC076098,Base
429,Ampfin Capital Private Limited,Bengaluru,No,ICC,U64990KA2024PTC188134,Base
430,AMPI Finance Private Limited [formerly: AMPI Finance LTD],Kolkata,No,ICC,U71003WB1995PTC071003,Base
431,Ampire Finance Private Limited (Formerly: Maulesh Investments Private Limited),Ahmedabad,No,ICC,U65993GJ1981PTC004715,Base
432,Ample Fincap Pvt Ltd,Kolkata,No,ICC,U51109WB1995PTC068450,Base
433,Ample Finvest Pvt. Ltd.,New Delhi,No,ICC,U67120DL1996PTC082875,Base
434,Amrabathi Investra Private Limited,New Delhi,No,ICC,U51109DL1996PTC285181,Base
435,Amrapali Barter Pvt Ltd,Kolkata,No,ICC,U51109WB1994PTC066489,Base
436,Amravati Eximp Ltd.,Kolkata,No,ICC,U51109WB1984PLC047948,Base
437,Amrit Financial Services (P) Ltd.,Hyderabad,No,ICC,U65910TG1994PTC017975,Base
438,Amrit Kunj Consultants Pvt Ltd,Kolkata,No,ICC,U51109WB1996PTC079791,Base
439,Amrit Malwa Capital Limited (Formerly Known as Amrit Hire Purchase Limited ),Chandigarh,No,ICC,U65921PB1987PLC007523,Base
440,Amrit Sales Promotion Pvt. Ltd.,Mumbai,No,ICC,U51109MH1992PTC281068,Base
441,Amrit Trade Link (P) Ltd,Kolkata,No,ICC,U51109WB1996PTC080245,Base
442,Amritkunj Capital Markets Ltd,Kolkata,No,ICC,U65999WB1991PLC053714,Base
443,Amritvani Exim (P) Ltd,Kolkata,No,ICC,U17292WB1989PTC046896,Base
444,Amros Commercial Pvt. Ltd.,Kolkata,No,ICC,U36999WB2005PTC103166,Base
445,Amu Leasing Pvt.Ltd,New Delhi,No,ICC,U74899DL1993PTC055361,Base
446,Ana Vincom (P) Ltd,Kolkata,No,ICC,U51909WB1994PTC066372,Base
447,Anaanta Finvest Private Limited,Kanpur,No,ICC,U74999UR2018PTC008457,Base
448,Anadi Investments Pvt Ltd,Chandigarh,No,ICC,U67120PB1981PTC004753,Base
449,Anaga Swagat Finance & Investment Pvt. Ltd (Formerly Artintel Finance And Investments Pvt. Ltd).,Mumbai,No,ICC,U65990MH1995PTC095158,Base
450,Anagram Industries Ltd,New Delhi,No,ICC,U67109DL1994PLC123040,Base
451,Anamica Financial Services Pvt. Ltd.,New Delhi,No,ICC,U74899DL1994PTC062601,Base
452,Anamica Portfolio Private Limited,New Delhi,No,ICC,U74899DL1995PTC064728,Base
453,Anamica Traders Pvt.Ltd.,Guwahati,No,ICC,U51109AS1995PTC004478,Base
454,Anamika Capital Finance Pvt Ltd,Kolkata,No,ICC,U74899WB1995PTC132699,Base
455,Anamika Holdings Pvt Ltd,Kolkata,No,ICC,U65921WB1990PTC048925,Base
456,Anamika Securities Pvt.Ltd,New Delhi,No,ICC,U74899DL1995PTC064441,Base
457,Anand Agency (P) Ltd,Kolkata,No,ICC,U51909WB1994PTC065884,Base
458,Anand Brothers Pvt. Ltd.,Kolkata,No,ICC,U36911WB1990PTC048137,Base
459,Anand Housing Finance Private Limited,Mumbai,No,HFC,U65923MH2016PTC272972,Middle
460,Anand Property Finance Limited,Ahmedabad,No,ICC,U70103GJ1995PLC025213,Base
461,Anand Rathi Global Finance Ltd. [Formerly - Rathi Global Finance Ltd.],Mumbai,No,ICC,U67190MH1982PLC140380,Middle
462,Anand Sons Finance Private Limited,New Delhi,No,ICC,U65990DL2016PTC306219,Base
463,Anant Overseas Pvt. Ltd.,New Delhi,No,ICC,U65100DL1988PTC030868,Base
464,Ananya Finance For Inclusive Growth Pvt. Ltd.,Ahmedabad,No,ICC,U65993GJ2009PTC056691,Middle
465,Anchal Towers Pvt Ltd,Kolkata,No,ICC,U70200WB1991PTC053031,Base
466,Anchor Finstock Pvt Ltd,Kolkata,No,ICC,U65990WB1998PTC133866,Base
467,Anchorage Finkred Private Limited,Chennai,No,ICC,U65929TN2022PTC153404,Base
468,Ancient Traders Pvt. Ltd.,Kolkata,No,ICC,U51109WB1994PTC062302,Base
469,Andaz Builders Pvt.Ltd,New Delhi,No,ICC,U45200DL1993PTC052281,Base
470,Andhra Pradesh Industrial Development Corporation Limited,Hyderabad,No,ICC,U74999TG1960SGC000862,Base
471,Andhra Pradesh Power Finance Corporation Ltd,Andhra Pradesh,No,ICC,U40109AP2000SGC107482,Middle
472,Andhra Pradesh State Financial Services Corporation Limited,Andhra Pradesh,No,ICC,U65990AP2020SGC114444,Middle
473,Aneja Hire Purchase Pvt. Ltd.,Kanpur,No,ICC,U65921UP1987PTC008695,Base
474,Aneri Fincap Limited (Formerly: Farry Industries Ltd),Mumbai,No,ICC,L65910MH1990PLC295982,Base
475,Angad Chemical Pvt. Ltd,Kolkata,No,ICC,U51909WB1995PTC067569,Base
476,Angel Fincap Private Limited,Mumbai,No,ICC,U67120MH1996PTC245680,Base
477,Angel Holdings Pvt Ltd,Mumbai,No,ICC,U67120MH2009PTC191585,Base
478,Angela Mercantiles Pvt. Ltd.,Kolkata,No,ICC,U51109WB1994PTC061825,Base
479,Angles Trading (P) Ltd,Kolkata,No,ICC,U51909WB1995PTC075510,Base
480,Anglian Finvest Private Limited (Formerly: Yojana Finvest Pvt.Ltd.),New Delhi,No,ICC,U74899DL1995PTC067021,Base
481,Anglo Commotrade Private Limited,Mumbai,No,ICC,U51109MH1996PTC311587,Base
482,Angoora Tradefin Pvt. Ltd.,Kolkata,No,ICC,U51109WB1995PTC072822,Base
483,Angoori Syntex Pvt. Ltd. (Name as per MCA - Urban Infraventures Private Limited),Kolkata,No,ICC,U70100DL1995PTC308764,Base
484,Angraj Lease & Finances Pvt. Ltd.,Mumbai,No,ICC,U65999MH1995PTC095175,Base
485,Anik Financial Services Pvt. Ltd.,Mumbai,No,MFI,U65929MH1991PTC060656,Base
486,Anil Auto Finance Pvt. Ltd.,Kolkata,No,ICC,U65999WB1987PTC042950,Base
487,Anil Raj Promoters &Fincon Pvt. Ltd.,Kolkata,No,ICC,U70109WB1993PTC058566,Base
488,Anila Financiers P. Limited,New Delhi,No,ICC,U74899HR1993PTC082452,Base
489,Anima Mercantile Pvt Ltd,Kolkata,No,ICC,U51909WB1994PTC066493,Base
490,Aniruddh Motor And General Finance Pvt Ltd,Kolkata,No,ICC,U65910UP1994PTC125725,Base
491,Anirudh Financiers Pvt. Ltd.,Kolkata,No,ICC,U67120WB1988PTC043822,Base
492,Anish Consultants & Credit Pvt Ltd,Kolkata,No,ICC,U74140WB1990PTC049101,Base
493,Anisha Estate & Finance (P) Ltd,Kolkata,No,ICC,U67120WB1992PTC056706,Base
494,Anita Risewell Holdings Pvt Ltd,Kolkata,No,ICC,U65923WB1991PTC052535,Base
495,Anjali Capfin Private Ltd.,Kanpur,No,ICC,U67120UP1999PTC024276,Base
496,Anjali Credit Pvt Ltd,Kolkata,No,ICC,U51909WB1992PTC056801,Base
497,Anjali Microfin Private Limited (Formerly M C S Tradefin Private Limited),Kolkata,No,ICC,U51109WB1996PTC080809,Base
498,Anjana Projects Private Limited,Kolkata,No,ICC,U45400WB2005PTC101347,Base
499,Anjana Syntex Co Ltd,Kolkata,No,ICC,U17118WB1988PLC044153,Base
500,Anjani Finance Limited,Bhopal,No,ICC,L65910MP1989PLC032799,Base
501,Anjay Dealcomm (P) Ltd,Kolkata,No,ICC,U51109WB1995PTC070987,Base
502,Anjula Steels Pvt Ltd,Kolkata,No,ICC,U27109WB1985PTC039517,Base
503,Ankit Commerce Ltd,Kolkata,No,ICC,U63011WB1983PLC035993,Base
504,Ankit Commotrade Pvt. Ltd.,Kolkata,No,ICC,U51909WB1996PTC079497,Base
505,Ankit Credits (P) Ltd,Kolkata,No,ICC,U67120WB1988PTC044447,Base
506,Ankit Financial Services Private Limited,Ahmedabad,No,ICC,U65910GJ1995PTC024784,Base
507,Ankit Fiscal Services Ltd,Kolkata,No,ICC,U67120WB1995PLC074928,Base
508,Ankit Leasing & Finance Co. Ltd.,New Delhi,No,ICC,U65910DL1985PLC022873,Base
509,Ankit Nivesh & Management (P) Ltd,Kolkata,No,ICC,U70101DL1994PTC304819,Base
510,Ankit Prachi Trading & Inv. Ltd,Kolkata,No,ICC,L65923WB1992PLC054001,Base
511,Ankita Financial Services Pvt Ltd,Kolkata,No,ICC,U67110WB2008PTC128945,Base
512,Ankita Finvest (P)Ltd,Kolkata,No,ICC,U65999WB1995PTC067139,Base
513,Ankleswar Management (P) Ltd,Kolkata,No,ICC,U74140WB1994PTC061588,Base
514,Ankur Trade Links Pvt. Ltd.,New Delhi,No,ICC,U74899DL1987PTC029488,Base
515,Ankush Steel Co. Pvt. Ltd.,Kolkata,No,ICC,U27209WB1988PTC043666,Base
516,Ankush Vyapaar Pvt. Ltd. (Name as per MCA - Square Four Assets Management and Reconstruction Company Private Limited),Kolkata,No,ICC,U51109WB2005PTC105546,Base
517,Anmol Financial Services Ltd.,New Delhi,No,ICC,U74899DL1995PLC071602,Base
518,Anmol Fincap Limited (Formerly: Majha Doaba Consultants and Finvest Limited),New Delhi,No,ICC,U74899DL1996PLC082029,Base
519,Anmol Tie Up Private Limited,Ahmedabad,No,ICC,U51109GJ1994PTC067034,Base
520,Anmol Tradelinks Private Limited,Ahmedabad,No,ICC,U51909GJ1995PTC146101,Base
521,Anmolik Tracon Pvt. Ltd.,Kolkata,No,ICC,U51109WB1995PTC074414,Base
522,Annapoorna Finvest Ltd.,Andhra Pradesh,No,ICC,U65910AP1995PLC020989,Base
523,Annapurna Finance Private Limited.,Bhubaneswar,No,MFI,U65999OR1986PTC015931,Middle
524,Anniversary Investments & Agencies Ltd,Kolkata,No,ICC,U67120WB1936PLC008759,Base
525,Annleela Vanijya (P) Ltd,Kolkata,No,ICC,U51909WB1995PTC069233,Base
526,Annleela Vinimay (P) Ltd,Kolkata,No,ICC,U51109WB1994PTC066761,Base
527,Annudeep Credit Consultants (P) Ltd,Kolkata,No,ICC,U74140WB1990PTC048707,Base
528,Annupriya Finance Limited,Guwahati,No,ICC,U67120AS1996PLC004761,Base
529,ANP Investment Ltd,Kolkata,No,ICC,U65923WB1988PLC045482,Base
530,Anscor Capital & Investment Pvt. Ltd.,Kolkata,No,ICC,U67120WB1994PTC063986,Base
531,Ansh Financial Services (P) Ltd.,New Delhi,No,ICC,U74899DL1995PTC071063,Base
532,Anshika Consultants Pvt. Ltd.,New Delhi,No,ICC,U65100DL1989PTC036401,Base
533,Anshika Investments Pvt Ltd,New Delhi,No,ICC,U65100DL1986PTC026250,Base
534,Anshuj Leasing & Credit Limited,New Delhi,No,ICC,U74899DL1992PLC050246,Base
535,Anshul Auto Finance Private Limited,New Delhi,No,ICC,U65921DL1996PTC081851,Base
536,Anson Fincorp Pvt. Ltd,Thiruvananthapuram,No,ICC,U65921KL1997PTC027900,Base
537,Ansu Trade & Fiscal (P) Ltd,Kolkata,No,ICC,U65100WB1990PTC049122,Base
538,Ant Cred Investment Private Limited,New Delhi,No,Type-I,U65100DL2022PTC401837,Base
539,Antaral Finance & Investment (P) Ltd.,Raipur,No,ICC,U65921CT1993PTC007527,Base
540,Antarctica Finvest Private Limited,Kanpur,No,ICC,U70109UP1995PTC159122,Base
541,Anthem Fincap Private Limited (Formerly known as Anthem Infratech Private Limited/Vivsun Properties Private Limited),New Delhi,No,ICC,U70109DL1996PTC076997,Base
542,Anther Vinimay Private Limited,Kanpur,No,ICC,U65100UP1994PTC139263,Base
543,Antique Finance Pvt.Ltd.,Mumbai,No,ICC,U65990MH2005PTC156892,Base
544,Antique Finsec Pvt. Ltd.,Mumbai,No,ICC,U67190MH2008PTC183270,Base
545,Antique Industries Ltd,New Delhi,No,ICC,U74899DL1982PLC055151,Base
546,Antrang Finance (P) Ltd,Kolkata,No,ICC,U65993WB1993PLC060271,Middle
547,Antriksh Vyapaar (P) Ltd,Kolkata,No,ICC,U51109WB1995PLC067760,Base
548,Antworks P2P Financing Private Limited,New Delhi,No,P2P,U65999HR2017PTC071580,Base
549,Anu Colonisers Limited,New Delhi,No,ICC,U99999DL1991PLC045495,Base
550,Anu Shree Securities (P)Ltd.,New Delhi,No,ICC,U74899DL1995PTC067161,Base
551,Anubandh Financial Services Pvt Ltd,Kolkata,No,ICC,U65993WB1996PTC076599,Base
552,Anubhav Fincom (P) Ltd,Kolkata,No,ICC,U67120WB1994PTC066430,Base
553,Anubhav Timber Private Limited,Chennai,No,ICC,U02001TN1995PTC073069,Base
554,Anudeep Consultants (P) Ltd,Kolkata,No,ICC,U51109WB1995PTC075883,Base
555,Anugrah Apex Finance Private Limited,Kolkata,No,ICC,U65990WB2009PTC135136,Base
556,Anukampa Vanijya Ltd (Name as per MCA - Matrix InfraPro Finance Limited,Kolkata,No,ICC,U67120WB1983PLC035683,Base
557,Anumati Consultancy & Services (P) Ltd,Kolkata,No,ICC,U74140WB1994PTC062579,Base
558,Anupam Advisory Pvt Ltd,Kolkata,No,ICC,U51909WB1995PTC073924,Base
